Airline,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Journey_Day,Journey_Month,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute
6,2,1,104,8h 10m,1.0,5,6007,27,6,12,50,21,0
3,1,4,127,2h 25m,0.0,8,3858,21,3,11,35,14,0
3,2,1,111,8h 10m,1.0,8,6412,27,6,14,20,22,30
1,3,0,64,2h 30m,0.0,8,6245,21,4,14,15,16,45
1,2,1,97,23h 30m,2.0,8,9968,9,6,19,45,19,15
6,2,1,104,10h 40m,1.0,5,18260,9,3,2,15,12,55
3,0,5,18,2h 55m,0.0,8,8855,3,3,18,25,21,20
4,3,0,66,9h 50m,1.0,5,10844,24,5,8,25,18,15
8,1,4,127,2h 15m,0.0,8,3597,27,5,8,20,10,35
4,3,0,73,28h 5m,1.0,8,13067,6,5,17,0,21,5
4,0,5,5,17h 50m,1.0,8,13817,12,3,16,55,10,45
1,0,5,5,16h 30m,1.0,8,11602,12,3,6,45,23,15
4,3,0,66,25h 45m,1.0,8,13941,9,5,16,30,18,15
4,3,0,73,22h 45m,1.0,8,14151,15,5,20,25,19,10
3,0,2,18,2h 50m,0.0,8,3943,15,5,4,0,6,50
4,3,0,66,11h 45m,1.0,5,10844,12,5,6,30,18,15
8,4,3,48,1h 30m,0.0,8,2753,18,6,5,45,7,15
4,2,1,104,16h 45m,1.0,8,14714,12,6,2,15,19,0
6,2,1,111,9h 5m,1.0,8,9646,18,5,7,5,16,10
4,2,1,104,5h 30m,1.0,8,15554,9,5,7,5,12,35
1,0,5,35,7h 15m,2.0,8,13261,18,3,10,30,17,45
4,0,5,5,17h 25m,1.0,5,11087,18,3,11,40,5,5
4,2,1,113,13h 30m,2.0,5,11507,15,6,5,30,19,0
6,2,1,104,6h 30m,1.0,8,9424,9,5,19,0,1,30
2,0,2,18,2h 50m,0.0,8,4937,12,4,11,40,14,30
8,0,2,18,2h 55m,0.0,7,3257,6,6,21,10,0,5
3,0,2,18,2h 50m,0.0,8,4823,6,5,8,30,11,20
3,1,4,127,2h 20m,0.0,8,5277,12,5,22,5,0,25
8,3,0,64,2h 30m,0.0,8,3873,9,4,17,10,19,40
4,3,0,66,12h 10m,1.0,5,10844,24,5,16,30,4,40
6,2,1,104,8h 30m,1.0,8,7198,27,5,17,0,1,30
1,2,1,106,2h 50m,0.0,8,6094,15,5,5,10,8,0
3,0,2,18,2h 45m,0.0,8,3943,3,5,6,5,8,50
3,0,2,18,3h,0.0,8,3943,15,5,21,15,0,15
4,3,0,66,16h,1.0,8,12681,1,4,20,0,12,0
10,0,2,18,2h 35m,0.0,8,5613,15,4,17,0,19,35
8,3,0,64,2h 25m,0.0,8,3873,24,5,9,0,11,25
4,2,1,104,23h 35m,1.0,5,12898,27,5,13,0,12,35
4,2,1,116,22h 55m,2.0,8,15129,9,5,5,30,4,25
8,1,4,127,2h 15m,0.0,8,3911,9,5,8,20,10,35
3,2,1,106,3h 15m,0.0,8,6015,12,6,21,5,0,20
4,0,5,5,6h 5m,1.0,8,54826,1,3,16,55,23,0
3,2,1,104,5h 5m,1.0,8,5073,27,3,20,30,1,35
3,1,4,127,2h 20m,0.0,8,4326,21,3,5,15,7,35
4,4,3,48,1h 30m,0.0,8,8040,3,6,10,20,11,50
4,0,2,18,2h 45m,0.0,8,7229,3,4,6,0,8,45
3,0,2,18,2h 50m,0.0,8,3943,15,6,13,0,15,50
1,0,5,22,11h 25m,3.0,8,14195,6,3,12,0,23,25
4,2,1,113,18h 50m,2.0,8,13292,15,6,9,35,4,25
3,3,0,64,2h 35m,0.0,8,4174,3,4,11,30,14,5
4,0,5,5,14h 20m,1.0,8,16736,6,3,7,0,21,20
4,0,2,18,2h 45m,0.0,5,5198,12,5,6,0,8,45
6,2,1,104,12h 10m,1.0,8,15058,3,6,7,5,19,15
3,2,1,104,5h,1.0,8,5073,3,4,10,35,15,35
6,2,1,104,11h,1.0,8,10197,15,5,8,0,19,0
8,1,4,127,2h 20m,0.0,7,3543,27,6,17,45,20,5
4,0,2,18,3h,0.0,5,7229,27,6,17,45,20,45
1,2,1,116,19h 40m,2.0,8,10966,1,6,12,0,7,40
4,3,0,66,9h 30m,1.0,5,11134,24,3,13,55,23,25
0,3,0,64,2h 30m,0.0,8,3807,6,4,22,50,1,20
1,0,2,18,2h 50m,0.0,8,5228,6,5,13,20,16,10
3,1,4,127,2h 20m,0.0,8,3597,12,6,14,45,17,5
0,0,2,18,2h 45m,0.0,8,4483,18,5,11,10,13,55
4,2,1,104,16h 55m,1.0,5,10262,24,6,11,30,4,25
8,2,1,123,4h 30m,1.0,7,5158,6,6,8,45,13,15
1,0,5,17,25h 20m,1.0,8,6010,21,3,22,0,23,20
4,2,1,122,22h,2.0,8,13376,12,6,14,35,12,35
4,2,1,102,22h 45m,2.0,8,11543,21,3,5,40,4,25
6,2,1,104,9h 20m,1.0,5,15342,6,3,9,55,19,15
8,0,5,18,2h 55m,0.0,8,6309,15,3,9,35,12,30
10,0,2,18,2h 45m,0.0,8,5823,24,5,19,30,22,15
8,3,0,64,2h 35m,0.0,8,3873,1,6,6,55,9,30
4,2,1,104,21h 10m,1.0,5,12898,27,5,21,50,19,0
3,2,1,104,8h 20m,1.0,8,6979,15,5,17,10,1,30
1,3,0,78,23h 30m,2.0,8,13437,12,5,16,45,16,15
4,2,1,104,16h 55m,1.0,5,6017,27,3,11,30,4,25
4,2,1,104,5h 30m,1.0,5,14053,21,3,7,5,12,35
3,1,4,127,2h 25m,0.0,8,7295,6,3,11,35,14,0
4,3,0,66,24h 55m,1.0,8,13044,12,6,18,55,19,50
4,0,2,18,2h 55m,0.0,5,4030,3,5,11,10,14,5
1,0,5,25,27h 5m,2.0,8,13942,6,3,8,15,11,20
4,3,0,66,11h 45m,1.0,8,14781,12,5,6,30,18,15
8,0,5,18,2h 50m,0.0,8,3579,24,3,5,45,8,35
3,2,1,111,5h 20m,1.0,8,5530,27,5,6,50,12,10
4,3,0,66,5h 45m,1.0,5,10844,12,5,14,5,19,50
1,2,1,104,11h 15m,1.0,8,8372,6,6,8,0,19,15
4,2,1,104,12h 55m,1.0,8,16289,9,3,6,50,19,45
1,2,1,108,21h 15m,2.0,8,11701,6,5,22,0,19,15
7,2,1,104,9h 30m,1.0,8,11269,21,3,6,0,15,30
6,2,1,104,12h 30m,1.0,8,9385,18,5,13,0,1,30
4,3,0,73,6h 35m,1.0,8,14151,24,5,17,0,23,35
4,0,2,18,3h,0.0,5,4544,9,4,8,20,11,20
4,0,5,5,14h 10m,1.0,5,11087,12,3,20,35,10,45
3,3,0,64,2h 35m,0.0,8,5224,3,6,4,40,7,15
3,3,0,64,2h 35m,0.0,8,4804,27,6,9,35,12,10
1,4,3,54,14h 40m,1.0,8,6901,12,3,5,55,20,35
6,2,1,111,7h 45m,1.0,5,5999,21,3,14,35,22,20
10,0,2,18,2h 50m,0.0,8,5403,9,4,21,0,23,50
4,2,1,116,13h 30m,2.0,8,13014,12,6,5,30,19,0
4,4,3,48,1h 25m,0.0,5,4995,6,5,7,5,8,30
4,3,0,66,25h 45m,1.0,8,13941,21,5,6,30,8,15
4,2,1,113,21h 35m,2.0,5,11507,3,6,21,25,19,0
6,2,1,104,11h,1.0,8,12192,15,6,8,0,19,0
6,2,1,104,7h 30m,1.0,8,7198,27,5,18,0,1,30
3,2,1,106,3h 15m,0.0,8,5000,21,6,14,25,17,40
8,3,0,64,2h 35m,0.0,7,3841,3,4,6,55,9,30
4,2,1,104,5h 50m,1.0,8,12347,21,3,13,0,18,50
10,1,4,127,2h 20m,0.0,8,11982,15,6,17,45,20,5
4,0,5,5,11h 40m,1.0,8,16736,6,3,20,35,8,15
3,3,0,64,2h 35m,0.0,8,4174,15,4,17,15,19,50
8,3,0,64,2h 25m,0.0,7,3841,27,6,9,0,11,25
4,2,1,104,24h,1.0,8,17024,6,3,19,45,19,45
3,0,2,18,3h,0.0,8,3943,24,5,21,15,0,15
3,2,1,111,10h 35m,1.0,8,6442,3,6,11,55,22,30
1,2,1,110,36h 10m,2.0,8,11762,9,3,7,5,19,15
8,3,0,64,2h 25m,0.0,8,4174,24,4,9,0,11,25
3,3,0,64,2h 35m,0.0,8,4804,18,6,4,40,7,15
6,2,1,104,11h 30m,1.0,8,13377,6,6,14,0,1,30
4,0,2,18,2h 55m,0.0,8,7229,1,4,11,10,14,5
3,0,5,18,2h 50m,0.0,8,8855,15,3,22,20,1,10
6,2,1,104,8h 55m,1.0,8,7741,27,6,10,20,19,15
4,0,5,5,5h 15m,1.0,8,22270,1,3,8,0,13,15
6,2,1,104,12h 15m,1.0,8,7740,3,6,8,45,21,0
1,3,0,78,26h 40m,2.0,8,14960,9,6,9,50,12,30
4,2,1,104,8h 55m,1.0,8,12032,27,3,9,55,18,50
1,4,3,48,1h 20m,0.0,8,5462,6,3,21,5,22,25
4,2,1,104,23h 5m,1.0,8,12347,21,3,19,45,18,50
1,1,4,127,2h 15m,0.0,8,3145,27,3,11,40,13,55
4,0,5,5,8h 40m,1.0,5,7832,21,3,11,40,20,20
3,3,0,64,2h 30m,0.0,8,4804,21,6,15,15,17,45
3,2,1,121,5h 5m,1.0,8,10482,9,3,2,5,7,10
4,2,1,104,16h 55m,1.0,5,12373,18,5,11,30,4,25
6,2,1,111,15h 15m,1.0,8,10478,3,3,7,5,22,20
4,2,1,116,18h 45m,2.0,5,13029,18,5,9,40,4,25
1,2,1,121,20h 55m,1.0,8,6482,21,3,12,30,9,25
4,2,1,104,10h,1.0,8,15554,18,5,9,0,19,0
6,2,1,104,10h 15m,1.0,8,11789,12,6,8,45,19,0
3,3,0,81,5h 40m,1.0,8,9413,24,3,14,30,20,10
1,3,0,77,28h 20m,1.0,8,7662,9,6,16,45,21,5
6,2,1,104,6h 30m,1.0,8,7888,21,5,19,0,1,30
0,3,0,73,15h 55m,1.0,8,5192,15,5,7,35,23,30
6,2,1,104,10h 40m,1.0,5,6007,24,6,10,20,21,0
4,2,1,104,26h 35m,1.0,5,12898,27,5,10,0,12,35
1,0,5,10,25h 45m,2.0,8,11885,18,3,8,50,10,35
10,3,0,73,5h 55m,1.0,8,14360,24,3,17,0,22,55
1,3,0,78,19h 45m,2.0,8,14330,12,5,16,45,12,30
6,2,1,111,9h 15m,1.0,8,6076,27,3,13,5,22,20
8,3,0,64,2h 40m,0.0,8,4622,1,3,6,55,9,35
4,3,0,66,11h 5m,1.0,8,14388,9,5,21,10,8,15
6,2,1,104,10h 15m,1.0,8,9794,21,5,8,45,19,0
3,3,0,64,2h 30m,0.0,8,4804,3,6,15,15,17,45
4,3,0,66,7h 30m,1.0,5,9663,9,5,21,10,4,40
2,2,1,98,6h 10m,1.0,8,5842,9,5,7,25,13,35
6,2,1,104,8h 30m,1.0,8,15603,3,3,7,0,15,30
3,3,0,64,2h 45m,0.0,8,5618,3,3,22,10,0,55
3,3,0,64,2h 35m,0.0,8,6565,3,3,14,20,16,55
8,2,1,103,4h 55m,1.0,8,5221,15,4,17,55,22,50
4,2,1,116,9h 20m,2.0,5,10368,27,6,9,40,19,0
1,2,1,121,12h 45m,1.0,8,7480,24,6,20,40,9,25
4,2,1,118,24h 50m,2.0,8,13882,12,6,11,45,12,35
3,2,1,111,9h 20m,1.0,8,6442,24,6,6,50,16,10
3,0,2,18,2h 55m,0.0,8,4823,24,6,7,10,10,5
8,3,0,64,2h 30m,0.0,8,3873,21,5,17,10,19,40
4,3,0,73,17h 55m,1.0,8,12121,1,5,17,0,10,55
3,0,2,18,2h 50m,0.0,8,4423,27,4,10,10,13,0
1,3,0,64,2h 30m,0.0,8,5510,24,6,14,15,16,45
4,0,2,18,3h,0.0,8,7229,6,4,8,20,11,20
4,2,1,104,16h 50m,1.0,5,10577,9,6,19,45,12,35
4,4,3,48,1h 30m,0.0,8,8040,27,3,10,20,11,50
4,2,1,104,6h,1.0,8,14714,3,6,13,0,19,0
4,0,2,18,2h 45m,0.0,5,7229,9,6,6,0,8,45
6,2,1,112,14h 15m,2.0,8,6653,21,3,7,5,21,20
3,2,1,111,11h 5m,1.0,8,6442,24,6,5,5,16,10
3,3,0,64,2h 40m,0.0,8,4804,12,5,21,25,0,5
1,2,1,112,20h 10m,2.0,8,9417,9,5,13,15,9,25
4,3,0,66,24h 55m,1.0,5,10844,24,5,18,55,19,50
4,0,2,18,3h,0.0,8,7229,12,5,17,45,20,45
4,2,1,104,9h 50m,1.0,5,15400,6,3,9,0,18,50
3,2,1,104,12h 30m,1.0,8,6416,15,6,8,30,21,0
1,0,2,18,2h 50m,0.0,8,5176,3,4,13,20,16,10
3,2,1,104,9h 35m,1.0,8,9264,21,3,16,0,1,35
6,2,1,104,12h,1.0,8,13587,6,6,9,0,21,0
8,1,4,127,2h 15m,0.0,8,3597,1,5,8,20,10,35
0,0,2,18,2h 50m,0.0,8,4282,27,4,4,55,7,45
4,4,3,48,1h 25m,0.0,5,4995,27,6,7,5,8,30
3,3,0,64,2h 35m,0.0,8,4804,1,6,20,20,22,55
4,3,0,66,9h 50m,1.0,5,10844,6,5,6,30,16,20
4,2,1,104,14h 45m,1.0,8,14714,1,6,21,50,12,35
4,3,0,66,12h 10m,1.0,8,14571,6,6,21,10,9,20
4,0,5,5,23h 45m,1.0,5,7832,21,3,11,40,11,25
4,3,0,73,21h 35m,1.0,8,11467,1,4,20,25,18,0
4,3,0,73,17h 55m,1.0,8,10953,9,5,17,0,10,55
3,3,0,64,2h 40m,0.0,8,4148,9,3,20,25,23,5
8,3,0,64,2h 25m,0.0,8,3873,9,5,9,0,11,25
3,0,2,18,2h 50m,0.0,8,3943,27,4,22,10,1,0
0,2,1,103,5h 30m,1.0,8,6151,27,3,16,45,22,15
10,4,3,45,14h 10m,1.0,8,12080,12,3,8,45,22,55
4,3,0,66,14h 5m,1.0,8,13584,9,5,20,0,10,5
3,2,1,104,14h 5m,1.0,8,6979,6,5,11,25,1,30
0,0,5,18,2h 45m,0.0,8,4482,9,3,23,25,2,10
3,3,0,91,5h 25m,1.0,8,6284,1,4,18,5,23,30
3,3,0,60,3h 40m,1.0,8,4226,24,5,19,35,23,15
3,2,1,111,9h 30m,1.0,8,6442,9,3,6,40,16,10
4,2,1,104,8h 40m,1.0,5,12373,18,5,19,45,4,25
4,0,5,2,9h 10m,1.0,8,11297,12,3,5,50,15,0
1,3,0,74,15h 20m,2.0,8,14083,24,5,10,0,1,20
4,2,1,106,3h 15m,0.0,5,7202,3,6,11,0,14,15
6,2,1,104,9h 50m,1.0,8,11667,21,3,9,0,18,50
4,3,0,66,23h 20m,1.0,5,10844,24,5,18,55,18,15
1,0,5,28,21h 5m,1.0,8,5932,15,3,11,50,8,55
6,2,1,104,10h 30m,1.0,8,9001,24,6,8,45,19,15
4,3,0,73,6h 35m,1.0,5,13469,6,6,17,0,23,35
3,4,3,48,1h 30m,0.0,8,2227,15,6,21,20,22,50
3,2,1,121,5h 15m,1.0,8,5636,15,5,7,15,12,30
6,2,1,113,10h 25m,2.0,8,15965,6,6,15,5,1,30
3,2,1,104,5h 5m,1.0,8,5054,24,6,20,25,1,30
6,2,1,111,9h,1.0,5,5999,21,3,7,10,16,10
3,0,2,18,2h 55m,0.0,8,4823,1,5,7,10,10,5
8,3,0,89,7h 15m,1.0,8,8479,12,6,11,35,18,50
10,3,0,73,15h 30m,1.0,8,8452,15,5,7,10,22,40
4,2,1,104,11h,1.0,8,14924,3,6,8,0,19,0
1,2,1,97,23h 30m,2.0,8,10441,3,6,19,45,19,15
6,2,1,104,15h,1.0,8,7485,21,5,6,0,21,0
4,0,2,18,3h,0.0,5,6478,6,6,8,20,11,20
4,2,1,97,29h 35m,2.0,8,15129,27,5,13,25,19,0
3,3,0,80,4h 25m,1.0,8,3809,1,5,19,20,23,45
4,2,1,104,11h,1.0,0,18581,24,6,8,0,19,0
3,3,0,64,2h 35m,0.0,8,5224,9,6,22,15,0,50
3,2,1,104,8h 20m,1.0,8,8330,9,5,17,10,1,30
1,0,2,18,2h 45m,0.0,8,6961,9,6,10,0,12,45
4,2,1,104,11h,1.0,5,10262,9,6,8,0,19,0
3,4,3,48,1h 30m,0.0,8,2754,21,6,2,35,4,5
6,2,1,104,10h 30m,1.0,8,13727,18,5,15,0,1,30
2,0,2,18,2h 45m,0.0,8,3898,27,4,20,55,23,40
4,0,5,5,13h 30m,1.0,5,11087,12,3,22,55,12,25
0,0,2,18,2h 50m,0.0,8,3383,6,4,23,55,2,45
4,2,1,104,25h 20m,1.0,8,12557,21,3,17,30,18,50
4,2,1,114,22h 5m,2.0,5,8273,21,3,6,20,4,25
1,4,3,56,9h 5m,2.0,8,9736,12,3,10,5,19,10
4,2,1,104,25h 30m,1.0,5,10262,24,6,17,30,19,0
4,2,1,113,13h 30m,2.0,8,11664,9,4,5,30,19,0
3,0,2,18,2h 50m,0.0,8,4591,1,5,23,30,2,20
4,0,5,5,5h 5m,1.0,5,13502,18,3,14,5,19,10
1,2,1,104,6h 15m,1.0,8,8372,27,6,13,0,19,15
1,0,2,18,2h 45m,0.0,8,6121,21,4,6,10,8,55
10,0,5,18,2h 35m,0.0,8,5613,21,3,16,0,18,35
3,2,1,111,5h 20m,1.0,8,5298,6,4,6,50,12,10
4,2,1,104,17h 30m,1.0,8,15764,9,3,2,15,19,45
0,2,1,103,14h 30m,1.0,8,6253,15,6,7,55,22,25
4,3,0,66,6h 15m,1.0,5,8586,18,5,5,45,12,0
4,2,1,114,22h 5m,2.0,8,12273,27,3,6,20,4,25
3,4,3,48,1h 30m,0.0,8,2227,15,5,21,20,22,50
4,0,2,18,3h,0.0,5,5769,12,6,19,50,22,50
10,2,1,106,3h 10m,0.0,8,6216,18,4,14,40,17,50
3,2,1,103,5h 45m,1.0,8,6386,3,6,2,0,7,45
6,2,1,104,9h 15m,1.0,8,16108,1,6,10,0,19,15
8,3,0,64,2h 20m,0.0,8,3873,24,5,22,20,0,40
3,2,1,104,14h 55m,1.0,8,6270,9,4,10,35,1,30
1,0,2,18,2h 50m,0.0,8,5911,12,4,21,5,23,55
6,2,1,104,10h 5m,1.0,8,15077,6,3,9,10,19,15
4,0,5,5,14h 50m,1.0,8,31825,1,3,20,35,11,25
8,3,0,89,7h 15m,1.0,8,8479,6,5,11,35,18,50
10,3,0,73,25h 55m,1.0,8,9397,12,5,7,10,9,5
4,2,1,104,27h 35m,1.0,5,10262,3,6,9,0,12,35
3,2,1,106,3h 15m,0.0,8,4729,3,4,5,35,8,50
4,2,1,104,25h 30m,1.0,8,14714,1,6,17,30,19,0
3,3,0,64,2h 35m,0.0,8,4804,15,5,17,15,19,50
3,3,0,64,2h 45m,0.0,8,4804,3,6,20,25,23,10
1,4,3,48,1h 20m,0.0,8,2050,1,4,21,5,22,25
6,2,1,104,11h 45m,1.0,8,8371,27,3,7,30,19,15
6,2,1,104,9h,1.0,8,12192,27,6,10,0,19,0
7,2,1,104,12h 50m,1.0,8,14629,21,3,6,0,18,50
3,0,2,18,2h 55m,0.0,8,4823,9,4,18,25,21,20
6,2,1,104,6h 15m,1.0,8,14323,9,5,13,0,19,15
4,2,1,97,23h 10m,2.0,8,15129,9,5,13,25,12,35
3,2,1,104,14h 20m,1.0,8,6758,18,5,6,40,21,0
6,2,1,104,10h 15m,1.0,8,14848,21,5,9,0,19,15
1,0,5,10,27h 50m,2.0,8,12358,3,3,6,45,10,35
4,0,2,18,3h 5m,0.0,5,4030,21,5,18,55,22,0
1,3,0,64,2h 30m,0.0,8,4960,9,3,14,15,16,45
1,2,1,97,26h 35m,2.0,8,8656,27,3,16,40,19,15
3,2,1,104,11h 50m,1.0,8,14871,6,3,9,10,21,0
2,2,1,98,7h 20m,1.0,8,4563,27,3,6,0,13,20
3,4,3,48,1h 25m,0.0,8,4784,6,3,21,20,22,45
3,0,2,18,2h 50m,0.0,8,4823,1,6,20,0,22,50
10,1,4,127,2h 15m,0.0,8,3687,3,5,7,5,9,20
4,0,2,18,2h 55m,0.0,8,7229,27,4,15,15,18,10
4,0,2,18,3h,0.0,8,7229,15,4,7,10,10,10
1,2,1,103,16h 50m,1.0,8,7174,21,4,6,10,23,0
1,2,1,105,24h 50m,2.0,8,11071,21,3,6,50,7,40
3,2,1,104,16h 5m,1.0,8,6979,15,5,4,55,21,0
3,1,4,127,2h 20m,0.0,8,3850,15,5,7,55,10,15
4,3,0,66,13h 20m,1.0,8,13044,12,6,20,0,9,20
4,2,1,104,7h 30m,1.0,5,12373,18,5,20,55,4,25
1,2,1,126,18h 20m,2.0,8,13801,18,5,13,20,7,40
3,0,2,18,2h 50m,0.0,8,4823,1,6,8,30,11,20
1,2,1,125,25h 35m,1.0,8,6587,9,6,5,15,6,50
3,4,3,48,1h 35m,0.0,8,2227,3,6,20,5,21,40
4,3,0,73,21h 25m,1.0,8,14151,9,6,17,0,14,25
1,0,5,4,38h 35m,2.0,8,25430,1,3,8,50,23,25
8,0,2,18,2h 55m,0.0,7,4319,27,6,21,10,0,5
1,2,1,104,27h 40m,1.0,8,14462,3,3,4,0,7,40
4,3,0,66,27h 35m,1.0,5,8586,21,5,6,30,10,5
1,3,0,77,11h 15m,1.0,8,7662,9,6,9,50,21,5
4,4,3,48,1h 25m,0.0,5,4995,3,5,7,5,8,30
6,2,1,104,12h,1.0,8,7408,9,6,9,0,21,0
4,4,3,48,1h 30m,0.0,8,5678,15,3,19,35,21,5
4,4,3,48,1h 30m,0.0,8,5678,9,6,19,35,21,5
4,0,5,5,15h 50m,1.0,8,26890,1,3,8,55,0,45
1,4,3,39,37h 25m,2.0,8,13904,6,3,6,0,19,25
4,2,1,99,8h 25m,2.0,5,15318,1,6,20,0,4,25
10,3,0,73,26h 20m,1.0,8,8452,15,5,20,20,22,40
3,2,1,104,10h 25m,1.0,8,6314,9,6,10,35,21,0
1,3,0,73,10h 25m,1.0,8,10203,1,5,10,0,20,25
8,1,4,127,2h 15m,0.0,8,3597,15,6,8,20,10,35
6,2,1,104,8h 55m,1.0,8,8266,12,6,10,20,19,15
4,2,1,104,14h 45m,1.0,5,12373,18,5,21,50,12,35
4,0,5,5,7h 15m,1.0,8,36235,1,3,14,5,21,20
3,2,1,104,12h 35m,1.0,8,14871,3,3,8,25,21,0
4,0,2,18,3h,0.0,8,7229,12,4,17,45,20,45
3,3,0,64,2h 35m,0.0,8,4804,24,4,22,15,0,50
3,0,5,18,2h 55m,0.0,8,7303,3,3,20,0,22,55
6,2,1,104,9h 30m,1.0,8,13587,1,6,11,30,21,0
6,2,1,111,7h 35m,1.0,8,7740,18,5,14,55,22,30
3,1,4,127,2h 25m,0.0,8,7295,1,3,14,40,17,5
6,2,1,104,7h 20m,1.0,8,18916,3,3,18,15,1,35
6,2,1,104,6h 25m,1.0,8,8266,21,5,12,50,19,15
4,2,1,104,26h 10m,1.0,5,12373,18,5,2,15,4,25
6,2,1,111,9h 15m,1.0,8,11188,18,5,13,15,22,30
4,3,0,73,8h 25m,1.0,8,14151,18,5,9,35,18,0
4,2,1,104,11h,1.0,8,14714,1,6,8,0,19,0
4,0,2,18,3h,0.0,8,7229,6,4,7,10,10,10
4,2,1,104,19h 25m,1.0,8,12242,27,3,9,0,4,25
4,0,5,5,5h 25m,1.0,5,9134,15,3,7,0,12,25
3,0,2,18,2h 50m,0.0,8,3943,1,5,22,10,1,0
1,0,2,18,2h 45m,0.0,8,6961,1,6,10,0,12,45
4,4,3,51,8h 20m,2.0,8,23843,12,3,8,15,16,35
8,1,4,127,2h 15m,0.0,8,3597,24,5,9,45,12,0
6,2,1,104,8h,1.0,8,7408,27,6,13,0,21,0
8,0,2,18,2h 40m,0.0,7,3257,27,5,5,55,8,35
8,4,3,48,1h 30m,0.0,7,1965,6,5,5,45,7,15
6,2,1,104,12h 35m,1.0,8,9100,27,3,6,40,19,15
1,4,3,48,1h 15m,0.0,8,3100,18,6,19,30,20,45
4,0,5,5,10h 25m,1.0,8,26890,1,3,8,0,18,25
4,0,2,18,3h,0.0,8,8016,24,6,17,45,20,45
1,3,0,73,23h 55m,1.0,8,12173,24,3,20,30,20,25
3,2,1,104,16h 5m,1.0,8,8784,27,5,4,55,21,0
3,2,1,111,5h 20m,1.0,8,5298,9,5,6,50,12,10
4,0,5,5,24h 35m,1.0,5,11087,9,3,8,55,9,30
8,2,1,103,4h 55m,1.0,8,5409,9,6,17,55,22,50
2,2,1,98,6h 10m,1.0,8,5842,1,5,7,25,13,35
4,4,3,48,1h 30m,0.0,5,2228,18,3,15,50,17,20
8,1,4,127,2h 20m,0.0,7,3543,6,5,17,45,20,5
3,3,0,93,5h 15m,1.0,8,7228,21,5,21,0,2,15
3,2,1,111,7h 5m,1.0,8,6287,15,4,5,5,12,10
6,2,1,104,12h 30m,1.0,8,13377,27,6,13,0,1,30
3,3,0,64,2h 45m,0.0,8,6985,3,3,17,15,20,0
1,2,1,104,6h 15m,1.0,8,8372,3,6,13,0,19,15
1,3,0,65,20h,2.0,8,14687,21,5,9,25,5,25
4,2,1,106,3h 15m,0.0,8,9564,9,3,11,0,14,15
10,4,3,45,8h,1.0,8,12080,12,3,8,45,16,45
6,2,1,115,7h 40m,2.0,8,18275,3,6,17,50,1,30
3,2,1,104,13h 30m,1.0,8,6093,6,6,7,30,21,0
4,2,1,102,22h 45m,2.0,8,14861,9,3,5,40,4,25
3,3,0,64,2h 35m,0.0,8,4804,18,5,11,30,14,5
4,3,0,73,22h 45m,1.0,5,9314,1,5,20,25,19,10
6,2,1,104,10h 15m,1.0,8,9794,9,5,8,45,19,0
4,2,1,116,13h 30m,2.0,5,13029,21,5,5,30,19,0
8,3,0,64,2h 30m,0.0,7,3841,3,6,17,10,19,40
4,0,5,5,5h 15m,1.0,8,12284,18,3,8,0,13,15
4,2,1,104,6h 35m,1.0,8,14714,9,6,21,50,4,25
4,3,0,66,16h 5m,1.0,5,7064,1,4,6,30,22,35
4,0,2,18,3h,0.0,5,5198,18,5,7,10,10,10
4,3,0,66,9h 50m,1.0,8,14781,15,5,6,30,16,20
1,2,1,105,23h,2.0,8,13381,24,6,20,15,19,15
1,2,1,106,2h 50m,0.0,8,6094,1,6,5,10,8,0
3,2,1,111,5h 20m,1.0,8,5298,1,6,6,50,12,10
6,2,1,104,11h,1.0,8,7408,27,6,10,0,21,0
4,3,0,66,14h 50m,1.0,8,14388,12,5,21,10,12,0
1,2,1,97,23h 30m,2.0,8,9443,24,6,19,45,19,15
1,2,1,110,36h 10m,2.0,8,11762,3,3,7,5,19,15
1,2,1,121,20h 55m,1.0,8,7480,27,6,12,30,9,25
3,2,1,106,3h 15m,0.0,8,5406,15,3,5,35,8,50
4,2,1,106,3h 15m,0.0,8,9564,12,6,11,0,14,15
4,2,1,116,9h 20m,2.0,5,10368,9,6,9,40,19,0
3,2,1,121,5h 15m,1.0,8,5636,9,5,7,15,12,30
8,4,3,48,1h 30m,0.0,7,1965,9,5,22,45,0,15
4,3,0,66,7h 30m,1.0,8,12739,12,6,21,10,4,40
3,3,0,64,2h 35m,0.0,8,4148,12,3,14,20,16,55
3,2,1,104,14h 20m,1.0,8,7191,9,5,6,40,21,0
4,2,1,104,21h 20m,1.0,5,10262,6,6,7,5,4,25
10,3,0,73,10h 30m,1.0,8,12312,24,3,9,55,20,25
4,2,1,104,24h 45m,1.0,5,10262,3,6,18,15,19,0
4,2,1,106,3h 15m,0.0,8,9564,15,6,11,0,14,15
4,3,0,66,22h 15m,1.0,8,13759,24,3,6,30,4,45
10,3,0,73,27h 20m,1.0,8,8610,6,5,17,0,20,20
4,2,1,104,6h,1.0,8,14714,15,6,13,0,19,0
3,0,2,18,2h 50m,0.0,8,4823,3,6,8,30,11,20
0,2,1,103,7h 50m,1.0,8,6451,27,5,7,55,15,45
4,2,1,104,5h,1.0,8,16079,21,5,14,0,19,0
